,shopid,userid
15681,193499740,0
15682,203594069,0
15683,184633211,0
15684,199251057,0
15685,10720260,0
15686,140386326,0
15687,27879743,0
15688,151865618,0
15689,191168819,0
15690,161146846,0
15691,32434400,0
15692,835520,0
15693,164780553,0
15694,8321957,0
15695,54610127,0
15696,182865817,0
15697,160393149,0
15698,67048491,0
15699,191434852,0
15700,14136468,0
15701,159650798,0
15702,198902912,0
15703,8997794,0
15704,140556846,0
15705,45664398,0
15706,73492229,0
15707,187728745,0
15708,76816895,0
15709,182110239,0
15710,193457428,0
15711,173253975,0
15712,213140720,0
15713,109793559,0
15714,182897576,0
15715,211915051,0
15716,1361363,0
15717,173550596,0
15718,173455447,0
15719,209072453,0
15720,130789747,0
15721,122396327,0
15722,188900489,0
15723,139094776,0
15724,195850205,0
15725,69813034,0
15726,208680749,0
15727,72630864,0
15728,41524293,0
15729,96731231,0
15730,191976522,0
15731,202941789,0
15732,195789473,0
15733,208682408,0
15734,127707622,0
15735,199326302,0
15736,57654447,0
15737,153724296,0
15738,104457597,0
15739,199944671,0
15740,74385838,0
15741,30762706,0
15742,163336004,0
15743,211969909,0
15744,105999189,0
15745,163497630,0
15746,162578206,0
15747,190689563,0
15748,162820132,0
15749,202216060,0
15750,212009082,0
15751,61900025,0
15752,95565618,0
15753,118055619,0
15754,191971901,0
15755,202216222,0
15756,175321251,0
15757,162545302,0
15758,168364551,0
15759,203410358,0
15760,140734476,0
15761,56582686,0
15762,245986,0
15763,170285740,0
15764,6406511,0
15765,341998,0
15766,49652541,0
15767,163502049,0
15768,68002422,0
15769,203550247,0
15770,3670814,0
15771,197255900,0
15772,130858848,0
15773,158802088,0
15774,195837599,0
15775,202098206,0
15776,173550971,0
15777,163102143,0
15778,203131912,0
15779,203648893,0
15780,134968632,0
15781,106815137,0
15782,198990805,0
15783,118336354,0
15784,203582941,0
15785,115506504,0
15786,10917954,0
15787,11050324,0
15788,134391504,0
15789,63652149,0
15790,81232921,0
15791,161220307,0
15792,12908969,0
15793,162281132,0
15794,155080899,0
15795,173198367,0
15796,133294719,0
15797,129656543,0
15798,1769010,0
15799,174029048,0
15800,187828925,0
15801,162288624,0
15802,3890606,0
15803,198965938,0
15804,154638414,0
15805,201152829,0
15806,163493461,0
15807,212002799,0
15808,175095225,0
15809,163518311,0
15810,201559306,0
15811,209024320,0
15812,182853261,0
15813,154898432,0
15814,193413199,0
15815,151298471,0
15816,173321461,0
15817,203758696,0
15818,198890975,0
15819,182892407,0
15820,187081614,0
15821,93114938,0
15822,95256207,0
15823,70711862,0
15824,97564083,0
15825,148138489,0
15826,71060335,0
15827,205066706,0
15828,196986099,0
15829,173486943,0
15830,106755264,0
15831,163520804,0
15832,195862850,0
15833,190503847,0
15834,163318092,0
15835,173664571,0
15836,205837863,0
15837,187005574,0
15838,208857383,0
15839,161159273,0
15840,161141080,0
15841,53972781,0
15842,201198434,0
15843,173697548,0
15844,33436161,0
15845,91826836,0
15846,102319829,0
15847,130789650,0
15848,173456652,0
15849,159535692,0
15850,1024917,0
15851,203086720,0
15852,16801010,0
15853,173320514,0
15854,101629470,0
15855,162292169,0
15856,161217518,0
15857,203663741,0
15858,195870898,0
15859,187015589,0
15860,149215430,0
15861,27467860,0
15862,173318394,0
15863,16246768,0
15864,33284653,0
15865,199338494,0
15866,119310462,0
15867,163513035,0
15868,170617958,0
15869,205849834,0
15870,181843531,0
15871,203608760,0
15872,10156637,0
15873,173793870,0
15874,167527606,0
15875,190974413,0
15876,173287447,0
15877,187120373,0
15878,173324353,0
15879,51834703,0
15880,159683838,0
15881,203728518,0
15882,14358046,0
15883,81238279,0
15884,173791245,0
15885,190960779,0
15886,202977301,0
15887,173284441,0
15888,18316510,0
15889,133248914,0
15890,207632720,0
15891,134394712,0
15892,37581365,0
15893,134342107,0
15894,201333035,0
15895,203586673,0
15896,134418688,0
15897,98479877,0
15898,452619,0
15899,126033597,0
15900,65320127,0
15901,187148651,0
15902,132924072,0
15903,46899932,0
15904,186657862,0
15905,28803360,0
15906,130410681,0
15907,151193527,0
15908,205443856,0
15909,173698768,0
15910,163506748,0
15911,194104732,0
15913,163289756,0
15914,75470346,0
15915,97360647,0
15916,98546221,0
15917,61682130,0
15918,21668825,0
15919,10094333,0
15920,151862045,0
15921,127380962,0
15922,173314932,0
15923,191881185,0
15924,17106527,0
15925,163333130,0
15926,211086414,0
15927,208697370,0
15928,206134902,0
15929,173815035,0
15930,199050630,0
15931,53741516,0
15932,112886040,0
15933,173313201,0
15934,199264096,0
15935,120300229,0
15936,350672,0
15937,159522137,0
15938,203407247,0
15939,21602317,0
15940,182261587,0
15941,203545334,0
15942,91441150,0
15943,10061,0
15944,160318104,0
15945,212073300,0
15946,199321443,0
15947,163139347,0
15948,8388978,0
15949,163505589,0
15950,170629904,0
15951,188645799,0
15952,209471562,0
15953,211100250,0
15954,165871285,0
15955,87852982,0
15956,203403362,0
15957,33259978,0
15958,195864991,0
15959,191843833,0
15960,121729525,0
15961,181057522,0
15962,191702529,0
15963,173694926,0
15964,173492249,0
15965,76226408,0
15966,187550587,0
15967,173458294,0
15968,47674608,0
15969,133918678,0
15970,203421580,0
15971,163488400,0
15972,203587763,0
15973,203078475,0
15974,203162281,0
15975,158337447,0
15976,163293058,0
15977,162552315,0
15978,163140839,0
15979,191018400,0
15980,159529611,0
15981,163507449,0
15982,180482426,0
15983,195797598,0
15984,202920845,0
15985,70787101,0
15986,108121090,0
15987,208803202,0
15988,70504846,0
15989,163412623,0
15990,160303754,0
15991,199376413,0
15992,203641218,0
15993,213156424,0
15994,160288390,0
15995,190783778,0
15996,132409766,0
15997,173487721,0
15998,159302635,0
15999,202904394,0
16000,173455310,0
16001,190969466,0
16002,163833602,0
16003,203570605,0
16004,69041014,0
16005,154403,0
16006,209430942,0
16007,159528023,0
16008,191938272,0
16009,193413777,0
16010,155280247,0
16011,162295573,0
16012,173313602,0
16013,163415354,0
16014,203571449,0
16015,199326387,0
16016,209271460,0
16017,15159953,0
16018,203578397,0
16019,577768,0
16020,199049889,0
16021,201563565,0
16022,163152411,0
16023,160183905,0
16024,104591627,0
16025,163135001,0
16026,78693816,0
16027,191098010,0
16028,196666576,0
16029,167364676,0
16030,199374069,0
16031,66407807,0
16032,173325808,0
16033,145245994,0
16034,169873121,0
16035,154886357,0
16036,203751533,0
16037,161208694,0
16038,153692108,0
16039,168342404,0
16040,187010081,0
16041,132920027,0
16042,168725821,0
16043,86825459,0
16044,175335312,0
16045,25547805,0
16046,203629275,0
16047,3096318,0
16048,119589576,0
16049,157931443,0
16050,145910693,0
16051,79070174,0
16052,199321357,0
16053,69766835,0
16054,16335119,0
16055,54695643,0
16056,11177429,0
16057,173469946,0
16058,161495744,0
16059,162263962,0
16060,163347739,0
16061,53747971,0
16062,195857342,0
16063,203607106,0
16064,186653826,0
16065,70095423,0
16066,208783187,0
16067,114057789,0
16068,203574348,0
16069,40966767,0
16070,137338474,0
16071,140141789,0
16072,161172937,0
16073,73103073,0
16074,159672892,0
16075,145534994,0
16076,158320851,0
16077,133338616,0
16078,53075156,0
16079,190690415,0
16080,204043617,0
16081,182083653,0
16082,207652898,0
16083,141021373,0
16084,82207930,0
16085,163308369,0
16086,64504761,0
16087,5595928,0
16088,102694092,0
16089,129177676,0
16090,190983316,0
16091,203604341,0
16092,205850833,0
16093,201227997,0
16094,167048149,0
16095,130116086,0
16096,135011193,0
16097,43847089,0
16098,60341648,0
16099,203844226,0
16100,181076293,0
16101,182079188,0
16102,208837167,0
16103,203531953,0
16104,108409916,0
16105,203603738,0
16106,61503188,0
16107,162569890,0
16108,160377527,0
16109,198616163,0
16110,195868127,0
16111,191069813,0
16112,130836466,0
16113,203405572,0
16114,187021910,0
16115,162187540,0
16116,173462599,0
16117,175139836,0
16118,173554672,0
16119,203726536,0
16120,7568892,0
16121,143165988,0
16122,173486539,0
16123,173470177,0
16124,173506572,0
16125,145718654,0
16126,191288226,0
16127,195865790,0
16128,186345237,0
16129,162270114,0
16130,208693753,0
16131,76095633,0
16132,191990128,0
16133,129632620,0
16134,84650535,0
16135,193456354,0
16136,102013239,0
16137,54410605,0
16138,9656534,0
16139,162833154,0
16140,38180991,0
16141,207597747,0
16142,203718375,0
16143,156679040,0
16144,173316014,0
16145,18358225,0
16146,91783595,0
16147,759265,0
16148,2424794,0
16149,180761943,0
16150,38598912,0
16151,193456337,0
16152,154651974,0
16153,203532489,0
16154,162557357,0
16155,173485690,0
16156,38574185,0
16157,26538453,0
16158,144989483,0
16159,162282702,0
16160,13782483,0
16161,173322673,0
16162,203717861,0
16163,211932286,0
16164,115164107,0
16165,94742,0
16166,145871137,0
16167,173487387,0
16168,209308417,0
16169,66399098,0
16170,203640695,0
16171,132702667,0
16172,211972628,0
16173,208955499,0
16174,212206433,0
16175,198981425,0
16176,161146107,0
16177,162185422,0
16178,141982406,0
16179,132678978,0
16180,1277997,0
16181,162529646,0
16182,64328548,0
16183,203640168,0
16184,65467731,0
16185,203745754,0
16186,162824414,0
16187,180209706,0
16188,194112131,0
16189,161763636,0
16190,195795030,0
16191,182856659,0
16192,209158711,0
16193,147757565,0
16194,115861510,0
16195,162197543,0
16196,131463051,0
16197,208959701,0
16198,153778805,0
16199,1588225,0
16200,195033390,0
16201,35723388,0
16202,161514789,0
16203,186665731,0
16204,198904063,0
16205,155106298,0
16206,203659479,0
16207,155379031,0
16208,173700409,0
16209,159794505,0
16210,201311062,0
16211,203736560,0
16212,212070378,0
16213,160395303,0
16214,173318534,0
16215,159314076,0
16216,212058195,0
16217,37481658,0
16218,163140229,0
16219,199313138,0
16220,163118739,0
16221,163297442,0
16222,203572260,0
16223,190785781,0
16224,164768475,0
16225,162821937,0
16226,155278820,0
16227,130098867,0
16228,152249735,0
16229,193422311,0
16230,173790708,0
16231,153462600,0
16232,155108331,0
16233,173323235,0
16234,186995994,0
16235,182300749,0
16236,163322638,0
16237,115329903,0
16238,173484879,0
16239,187023449,0
16240,84183064,0
16241,134129099,0
16242,164809263,0
16243,158614619,0
16244,162842329,0
16245,206155720,0
16246,163523970,0
16247,155111817,0
16248,163356803,0
16249,66823168,0
16250,201210890,0
16251,162579243,0
16252,195785565,0
16253,126624155,0
16254,162270532,0
16255,11509563,0
16256,163540691,0
16257,195840411,0
16258,175754190,0
16259,147653462,0
16260,203724796,0
16261,187200946,0
16262,195852811,0
16263,162559374,0
16264,4365121,0
16265,8971552,0
16266,162844611,0
16267,173492843,0
16268,203660301,0
16269,201540293,0
16270,173460740,0
16271,134312494,0
16272,160404967,0
16273,162183616,0
16274,173557346,0
16275,10281,0
16276,201562992,0
16277,203753970,0
16278,173820709,0
16279,141932357,0
16280,173259807,0
16281,158347235,0
16282,208679243,0
16283,16876197,0
16284,186977740,0
16285,173474026,0
16286,208685977,0
16287,169819945,0
16288,79859315,0
16289,198845181,0
16290,163497558,0
16291,51728160,0
16292,209269906,0
16293,134418206,0
16294,208687125,0
16295,203663691,0
16296,163535679,0
16297,193454677,0
16298,154420667,0
16299,173491273,0
16300,173301338,0
16301,126273751,0
16302,119705031,0
16303,2728464,0
16304,199320905,0
16305,161249142,0
16306,193457213,0
16307,175063393,0
16308,166822460,0
16309,193421047,0
16310,143598009,0
16311,51813683,0
16312,170340488,0
16313,201235024,0
16314,173462239,0
16315,201527989,0
16316,133302798,0
16317,163097760,0
16318,10888295,0
16319,173760568,0
16320,156990063,0
16321,53011212,0
16322,199383638,0
16323,203401828,0
16324,162285767,0
16325,173321102,0
16326,145235500,0
16327,13126620,0
16328,189485658,0
16329,199261020,0
16330,13840154,0
16331,203646847,0
16332,149775347,0
16333,105377652,0
16334,178317441,0
16335,104292134,0
16336,190967596,0
16337,203666583,0
16338,72901132,0
16339,186763495,0
16340,20591056,0
16341,10546,0
16342,199250033,0
16343,155134587,0
16344,173822192,0
16345,88345846,0
16346,110350857,0
16347,191267944,0
16348,211917617,0
16349,191978715,0
16350,226837,0
16351,126609551,0
16352,173472469,0
16353,6750463,0
16354,3589923,0
16355,163153702,0
16356,100767487,0
16357,87219518,0
16358,203552007,0
16359,62375196,0
16360,202524225,0
16361,203079213,0
16362,209964799,0
16363,208690815,0
16364,173475503,0
16365,197358,0
16366,2622447,0
16367,173324404,0
16368,182857715,0
16369,84533500,0
16370,176120653,0
16371,162827714,0
16372,121726929,0
16373,173322771,0
16374,209290954,0
16375,201600201,0
16376,172110274,0
16377,173312023,0
16378,201570699,0
16379,14175352,0
16380,208807435,0
16381,173267010,0
16382,201533384,0
16383,67166643,0
16384,208807187,0
16385,131670329,0
16386,173486128,0
16387,120977062,0
16388,163322335,0
16389,170112801,0
16390,173794317,0
16391,204706931,0
16392,161160925,0
16393,4042890,0
16394,161167771,0
16395,161163454,0
16396,201600444,0
16397,186718712,0
16398,156764612,0
16399,174179252,0
16400,177419617,0
16401,209048848,0
16402,168090537,0
16403,746561,0
16404,161496131,0
16405,178818590,0
16406,267584,0
16407,136477755,0
16408,182843837,0
16409,212010343,0
16410,173492447,0
16411,145000173,0
16412,209452598,0
16413,163309294,0
16414,198783112,0
16415,199020287,0
16416,205867353,0
16417,173488816,0
16418,136362170,0
16419,191744696,0
16420,54067,0
16421,163109993,0
16422,162582935,0
16423,98819214,0
16424,180509123,0
16425,199364466,0
16426,173821559,0
16427,153533673,0
16428,115588562,0
16429,28135794,0
16430,201557737,0
16431,163327696,0
16432,209346142,0
16433,195867544,0
16434,132924396,0
16435,173315607,0
16436,196663724,0
16437,155106868,0
16438,186815587,0
16439,182858092,0
16440,187034930,0
16441,199373663,0
16442,199259632,0
16443,234234,0
16444,201563608,0
16445,173315672,0
16446,176020753,0
16447,35869507,0
16448,173459380,0
16449,163151480,0
16450,213164750,0
16451,162193327,0
16452,26751251,0
16453,163103703,0
16454,193422255,0
16455,29354901,0
16456,184621528,0
16457,28079408,0
16458,181924526,0
16459,173794154,0
16460,45316151,0
16461,103846404,0
16462,203454009,0
16463,203665939,0
16464,66909011,0
16465,199249813,0
16466,173792745,0
16467,131243024,0
16468,201572455,0
16469,191574217,0
16470,115725173,0
16471,203735127,0
16472,161972743,0
16473,203077016,0
16474,195839038,0
16475,187137727,0
16476,173468140,0
16477,193460023,0
16478,198903578,0
16479,199336234,0
16480,162520358,0
16481,190982081,0
16482,69267497,0
16483,77885022,0
16484,162585536,0
16485,162550193,0
16486,130106583,0
16487,190967160,0
16488,63450898,0
16489,163302797,0
16490,172834040,0
16491,1869964,0
16492,173787899,0
16493,186666483,0
16494,902498,0
16495,173462638,0
16496,10555,0
16497,134194571,0
16498,162568479,0
16499,199329701,0
16500,205837754,0
16501,153532184,0
16502,187444333,0
16503,173551464,0
16504,182261163,0
16505,159598097,0
16506,2625195,0
16507,152330398,0
16508,163345428,0
16509,212035643,0
16510,151145454,0
16511,190964399,0
16512,190961258,0
16513,106891015,0
16514,130118632,0
16515,161675036,0
16516,139920136,0
16517,834608,0
16518,163138056,0
16519,162279478,0
16520,161169636,0
16521,187104207,0
16522,165050709,0
16523,199501409,0
16524,6372119,0
16525,207779964,0
16526,186977408,0
16527,22284615,0
16528,202527402,0
16529,162548354,0
16530,190981512,0
16531,63493644,0
16532,191299164,0
16533,208843612,0
16534,154365265,0
16535,173462410,0
16536,201319605,0
16537,51495017,0
16538,204133158,0
16539,161167103,0
16540,162836191,0
16541,173323224,0
16542,99348398,0
16543,25467973,0
16544,149723163,0
16545,130787767,0
16546,213139007,0
16547,90555264,0
16548,69040891,0
16549,211976729,0
16550,140426421,0
16551,163339575,0
16552,205820816,0
16553,163298872,0
16554,191802485,0
16555,182856792,0
16556,209205089,0
16557,31941333,0
16558,158071569,0
16559,160313167,0
16560,201326755,0
16561,190757494,0
16562,201370474,0
16563,134140390,0
16564,208040992,0
16565,15287396,0
16566,209430196,0
16567,173758276,0
16568,209081322,0
16569,201333112,0
16570,201203189,0
16571,115590333,0
16572,2810065,0
16573,159365170,0
16574,173325091,0
16575,60247122,0
16576,215435223,0
16577,178806364,0
16578,1077284,0
16579,199326838,0
16580,181952348,0
16581,173815050,0
16582,173814780,0
16583,116348345,0
16584,104447875,0
16585,173696314,0
16586,193413815,0
16587,135033541,0
16588,189569740,0
16589,86823342,0
16590,184627602,0
16591,173314452,0
16592,62713946,0
16593,173314077,0
16594,59603124,0
16595,79072319,0
16596,198895924,0
16597,11608,0
16598,208702686,0
16599,162541563,0
16600,203572479,0
16601,193532978,0
16602,162816223,0
16603,190977575,0
16604,167374134,0
16605,163141950,0
16606,167440409,0
16607,102077762,0
16608,24562558,0
16609,127645119,0
16610,168083291,0
16611,187212180,0
16612,163516384,0
16613,160371772,0
16614,899636,0
16615,163513401,0
16616,182270579,0
16617,10634098,0
16618,159531665,0
16619,198126539,0
16620,209340459,0
16621,130010551,0
16622,45212749,0
16623,47715059,0
16624,190976297,0
16625,139578407,0
16626,158328545,0
16627,173821102,0
16628,193458213,0
16629,201556266,0
16630,117070209,0
16631,191962198,0
16632,141983621,0
16633,162566691,0
16634,176078515,0
16635,65745171,0
16636,159396432,0
16637,160641634,0
16638,190760564,0
16639,162303435,0
16640,203724306,0
16641,52398073,0
16642,209456249,0
16643,162271423,0
16644,203609520,0
16645,187222944,0
16646,83089714,0
16647,143548882,0
16648,191943299,0
16649,75333428,0
16650,162306950,0
16651,161222632,0
16652,178124243,0
16653,191952190,0
16654,201528465,0
16655,132924235,0
16656,161219022,0
16657,188337730,0
16658,208955615,0
16659,190557874,0
16660,208794512,0
16661,173201186,0
16662,190957099,0
16663,155107916,0
16664,66342542,0
16665,125925913,0
16666,193413386,0
16667,173700879,0
16668,76226869,0
16669,29943205,0
16670,173490669,0
16671,193456944,0
16672,209263036,0
16673,162541678,0
16674,201789471,0
16675,173321006,0
16676,173488433,0
16677,130112986,0
16678,161971058,0
16679,169910222,0
16680,195046672,0
16681,186812414,0
16682,166586608,0
16683,173321056,0
16684,134391211,0
16685,209086943,0
16686,162999463,0
16687,119596526,0
16688,161523438,0
16689,205805984,0
16690,203717470,0
16691,6075856,0
16692,157120605,0
16693,76817083,0
16694,173790305,0
16695,61197304,0
16696,209042101,0
16697,156314855,0
16698,163505341,0
16699,191165049,0
16700,106766769,0
16701,162301623,0
16702,161402645,0
16703,173312113,0
16704,193457741,0
16705,191036960,0
16706,160390992,0
16707,117268529,0
16708,132920336,0
16709,180396418,0
16710,154690583,0
16711,205158488,0
16712,193457111,0
16713,163518951,0
16714,187129435,0
16715,161219770,0
16716,91281724,0
16717,123231213,0
16718,190963845,0
16719,19131303,0
16720,153335680,0
16721,74437254,0
16722,162567867,0
16723,164714463,0
16724,202903136,0
16725,64384624,0
16726,554485,0
16727,173299349,0
16728,199055625,0
16729,119311142,0
16730,173292953,0
16731,165499033,0
16732,182869268,0
16733,191580238,0
16734,158057767,0
16735,195849218,0
16736,104593022,0
16737,180234654,0
16738,168691143,0
16739,181557976,0
16740,14695820,0
16741,66957839,0
16742,163512891,0
16743,86805042,0
16744,203409330,0
16745,201601731,0
16746,130858897,0
16747,209264901,0
16748,190550928,0
16749,205872243,0
16750,170616072,0
16751,187219973,0
16752,173454742,0
16753,9780494,0
16754,186567911,0
16755,173695587,0
16756,208827595,0
16757,23165478,0
16758,18451430,0
16759,162567573,0
16760,76755864,0
16761,9817554,0
16762,182871088,0
16763,123231062,0
16764,155135413,0
16765,73471666,0
16766,155144224,0
16767,133917733,0
16768,165472128,0
16769,173469639,0
16770,203605168,0
16771,191718816,0
16772,20913591,0
16773,205869268,0
16774,173549282,0
16775,163298770,0
16776,156891614,0
16777,173823447,0
16778,72802364,0
16779,149828365,0
16780,62989684,0
16781,203742739,0
16782,115169235,0
16783,189210647,0
16784,191431437,0
16785,173823618,0
16786,64323313,0
16787,192688688,0
16788,151960058,0
16789,504110,0
16790,188427974,0
16791,163525474,0
16792,199941613,0
16793,203407159,0
16794,207630864,0
16795,163141781,0
16796,73774158,0
16797,209040987,0
16798,110509558,0
16799,176489230,0
16800,203072737,0
16801,187081805,0
16802,9971311,0
16803,31708382,0
16804,199383347,0
16805,7950607,0
16806,75620248,0
16807,140730041,0
16808,190785342,0
16809,173321144,0
16810,193456802,0
16811,211921300,0
16812,29930822,0
16813,73833971,0
16814,191966482,0
16815,53591075,0
16816,173790053,0
16817,25675530,0
16818,163129279,0
16819,162532863,0
16820,163337131,0
16821,161541403,0
16822,203716838,0
16823,132617115,0
16824,173456842,0
16825,123166620,0
16826,191986312,0
16827,208682713,0
16828,191968802,0
16829,104590872,0
16830,17241257,0
16831,162267493,0
16832,173474193,0
16833,37287068,0
16834,1746211,0
16835,257066,0
16836,209074457,0
16837,173819288,0
16838,173200356,0
16839,192914231,0
16840,211993190,0
16841,163532052,0
16842,190785294,0
16843,208848052,0
16844,195374340,0
16845,51834687,0
16846,59895426,0
16847,173461959,0
16848,209327858,0
16849,182586309,0
16850,209342748,0
16851,198880929,0
16852,193417945,0
16853,195856176,0
16854,186757334,0
16855,76314362,0
16856,190528356,0
16857,134972713,0
16858,163484472,0
16859,173820622,0
16860,166327853,0
16861,153677175,0
16862,199331403,0
16863,191962857,0
16864,203492967,0
16865,213465521,0
16866,3564031,0
16867,199334718,0
16868,162177520,0
16869,198989056,0
16870,119783781,0
16871,212062109,0
16872,173489045,0
16873,161411267,0
16874,118946304,0
16875,203555060,0
16876,55773557,0
16877,201537884,0
16878,203587307,0
16879,100696559,0
16880,173456135,0
16881,7197700,0
16882,187096728,0
16883,102395958,0
16884,196734681,0
16885,163145223,0
16886,201517647,0
16887,162188628,0
16888,174287340,0
16889,149472597,0
16890,152212132,0
16891,173316524,0
16892,76225846,0
16893,208829178,0
16894,173794915,0
16895,190956056,0
16896,162816700,0
16897,120524274,0
16898,173816217,0
16899,123827433,0
16900,13530930,0
16901,70455147,0
16902,192002970,0
16903,163129558,0
16904,160397842,0
16905,162839804,0
16906,161664713,0
16907,173177812,0
16908,191967675,0
16909,203531714,0
16910,162037,0
16911,143596728,0
16912,201371009,0
16913,141607178,0
16914,134972481,0
16915,173320677,0
16916,71904900,0
16917,211922478,0
16918,201561910,0
16919,203555257,0
16920,173484619,0
16921,187188199,0
16922,208259388,0
16923,186675605,0
16924,1026827,0
16925,158075782,0
16926,173493262,0
16927,97169288,0
16928,65748750,0
16929,173821787,0
16930,161242891,0
16931,11752,0
16932,199318940,0
16933,180961535,0
16934,201520468,0
16935,162293972,0
16936,161236207,0
16937,193457093,0
16938,180659036,0
16939,163525012,0
16940,28679855,0
16941,162837669,0
16942,9756981,0
16943,168022788,0
16944,195856349,0
16945,163541349,0
16946,173788904,0
16947,161999334,0
16948,27051186,0
16949,160374016,0
16950,173472155,0
16951,86827850,0
16952,162182031,0
16953,187216234,0
16954,163138438,0
16955,163149944,0
16956,199336388,0
16957,161142284,0
16958,206023439,0
16959,202301303,0
16960,191063888,0
16961,203300270,0
16962,163152677,0
16963,16012563,0
16964,162532298,0
16965,173220442,0
16966,104457640,0
16967,160296207,0
16968,163342614,0
16969,149049862,0
16970,131963632,0
16971,201299639,0
16972,163407737,0
16973,124596143,0
16974,211101863,0
16975,203547011,0
16976,173454092,0
16977,4366353,0
16978,149826430,0
16979,14447885,0
16980,104738919,0
16981,163482639,0
16982,182866489,0
16983,132931272,0
16984,182890428,0
16985,163346446,0
16986,145276196,0
16987,77901337,0
16988,184056114,0
16989,191962367,0
16990,191432472,0
16991,173491568,0
16992,175429777,0
16993,203549025,0
16994,179817637,0
16995,166928236,0
16996,8763452,0
16997,211437225,0
16998,203448628,0
16999,143897762,0
17000,56155452,0
17001,10408,0
17002,205773324,0
17003,165492397,0
17004,98790745,0
17005,192835853,0
17006,162291137,0
17007,53609450,0
17008,162584132,0
17009,193457800,0
17010,154883341,0
17011,145266919,0
17012,173473037,0
17013,195851024,0
17014,58402134,0
17015,163356648,0
17016,211083578,0
17017,76199478,0
17018,204934533,0
17019,209334488,0
17020,173283276,0
17021,209337256,0
17022,201214256,0
17023,161227157,0
17024,326193,0
17025,174072308,0
17026,114654152,0
17027,162268861,0
17028,170372053,0
17029,194980370,0
17030,202951031,0
17031,163100414,0
17032,203587822,0
17033,171756654,0
17034,91594760,0
17035,173459546,0
17036,209437982,0
17037,171469097,0
17038,10962650,0
17039,193419128,0
17040,58537346,0
17041,190952341,0
17042,191000202,0
17043,385094,0
17044,73286262,0
17045,198901276,0
17046,212058252,0
17047,212027429,0
17048,101629336,0
17049,173795259,0
17050,195651373,0
17051,120719264,0
17052,130789890,0
17053,170092591,0
17054,111706300,0
17055,199253591,0
17056,186971262,0
17057,205830859,0
17058,203133938,0
17059,161138991,0
17060,112884539,0
17061,192616840,0
17062,209144911,0
17063,68836564,0
17064,163123445,0
17065,137908827,0
17066,173460019,0
17067,346729,0
17068,162191968,0
17069,162277012,0
17070,10496799,0
17071,203589581,0
17072,131697871,0
17073,163340608,0
17074,43445063,0
17075,57639882,0
17076,195853150,0
17077,162565240,0
17078,156056432,0
17079,203661087,0
17080,191264293,0
17081,162962296,0
17082,88035730,0
17083,127433530,0
17084,190786248,0
17085,191987634,0
17086,162282156,0
17087,205876400,0
17088,65318920,0
17089,173278140,0
17090,193417570,0
17091,173694352,0
17092,201571658,0
17093,199328187,0
17094,73497910,0
17095,162281793,0
17096,163527451,0
17097,133337298,0
17098,16569874,0
17099,143662732,0
17100,203435885,0
17101,139023626,0
17102,128476235,0
17103,158235164,0
17104,2008208,0
17105,162555281,0
17106,203666738,0
17107,32688669,0
17108,60163672,0
17109,133532674,0
17110,158332037,0
17111,201562609,0
17112,12878356,0
17113,119773252,0
17114,173462484,0
17115,162836360,0
17116,2630438,0
17117,76693019,0
17118,182261772,0
17119,203661979,0
17120,25962479,0
17121,85777620,0
17122,191404803,0
17123,26399806,0
17124,93171909,0
17125,64370566,0
17126,182577461,0
17127,156316108,0
17128,27185211,0
17129,158086257,0
17130,202923086,0
17131,198805547,0
17132,193459315,0
17133,160405035,0
17134,153676384,0
17135,163096738,0
17136,146017473,0
17137,200865291,0
17138,187029215,0
17139,168894761,0
17140,199381394,0
17141,133140877,0
17142,96531670,0
17143,173491300,0
17144,123829550,0
17145,130788189,0
17146,60430410,0
17147,146951931,0
17148,193611247,0
17149,190958365,0
17150,59715717,0
17151,173795358,0
17152,163346260,0
17153,199366777,0
17154,153746662,0
17155,199313901,0
17156,173315420,0
17157,116437060,0
17158,140103426,0
17159,86463401,0
17160,201535103,0
17161,699714,0
17162,186713974,0
17163,190713206,0
17164,182261903,0
17165,161665130,0
17166,211496066,0
17167,159145541,0
17168,212415599,0
17169,173324732,0
17170,19842452,0
17171,9445262,0
17172,162179819,0
17173,54328958,0
17174,17013217,0
17175,173487589,0
17176,162188588,0
17177,59760486,0
17178,173694935,0
17179,130170882,0
17180,204106,0
17181,173821656,0
17182,173475887,0
17183,199383908,0
17184,4632632,0
17185,190976992,0
17186,28326349,0
17187,25800631,0
17188,29945399,0
17189,178853527,0
17190,64360593,0
17191,74950908,0
17192,140119419,0
17193,35589926,0
17194,163302196,0
17195,182920232,0
17196,173698491,0
17197,203571765,0
17198,203737207,0
17199,173485946,0
17200,168846914,0
17201,193459654,0
17202,189607926,0
17203,36031351,0
17204,63960171,0
17205,133340560,0
17206,86820927,0
17207,19275595,0
17208,162839568,0
17209,173793965,0
17210,163486174,0
17211,173816163,0
17212,189530112,0
17213,203593564,0
17214,120272369,0
17215,147478912,0
17216,133303389,0
17217,163145030,0
17218,203644628,0
17219,163283258,0
17220,132393338,0
17221,208799507,0
17222,203401766,0
17223,2888566,0
17224,51196349,0
17225,203234365,0
17226,146833400,0
17227,201575274,0
17228,156890425,0
17229,173469473,0
17230,201294364,0
17231,199089048,0
17232,130787615,0
17233,140350235,0
17234,177599033,0
17235,190131026,0
17236,203727616,0
17237,199291888,0
17238,190769236,0
17239,51757797,0
